problem 10: 200万未満の素数の合計はいくつ？
	url: http://projecteuler.net/index.php?section=problems&id=10
	日本語翻訳: http://odz.sakura.ne.jp/projecteuler/index.php?Problem%2010
n=2, total=2
n=1336339, total=65674234487
n=1336343, total=65675570830
n=1336393, total=65676907223
n=1336399, total=65678243622
n=1336417, total=65679580039
n=1336429, total=65680916468
n=1336453, total=65682252921
n=1336457, total=65683589378
n=1336463, total=65684925841
n=1336469, total=65686262310
n=1336481, total=65687598791
n=1336487, total=65688935278
n=1336493, total=65690271771
n=1336499, total=65691608270
n=1336519, total=65692944789
n=1336529, total=65694281318
n=1336547, total=65695617865
n=1336561, total=65696954426
n=1336567, total=65698290993
n=1336579, total=65699627572
n=1336589, total=65700964161
n=1336597, total=65702300758
n=1336603, total=65703637361
n=1336613, total=65704973974
n=1336619, total=65706310593
n=1336637, total=65707647230
n=1336649, total=65708983879
n=1336663, total=65710320542
n=1336729, total=65711657271
n=1336747, total=65712994018
n=1336781, total=65714330799
n=1336793, total=65715667592
n=1336799, total=65717004391
n=1336801, total=65718341192
n=1336817, total=65719678009
n=1336861, total=65721014870
n=1336873, total=65722351743
n=1336877, total=65723688620
n=1336883, total=65725025503
n=1336891, total=65726362394
n=1336901, total=65727699295
n=1336919, total=65729036214
n=1336927, total=65730373141
n=1336939, total=65731710080
n=1336943, total=65733047023
n=1336949, total=65734383972
n=1336957, total=65735720929
n=1336961, total=65737057890
n=1336963, total=65738394853
n=1336997, total=65739731850
n=1337003, total=65741068853
n=1337023, total=65742405876
n=1337027, total=65743742903
n=1337057, total=65745079960
n=1337071, total=65746417031
n=1337093, total=65747754124
n=1337153, total=65749091277
n=1337159, total=65750428436
n=1337173, total=65751765609
n=1337209, total=65753102818
n=1337227, total=65754440045
n=1337261, total=65755777306
n=1337263, total=65757114569
n=1337267, total=65758451836
n=1337269, total=65759789105
n=1337293, total=65761126398
n=1337299, total=65762463697
n=1337317, total=65763801014
n=1337327, total=65765138341
n=1337333, total=65766475674
n=1337351, total=65767813025
n=1337359, total=65769150384
n=1337363, total=65770487747
n=1337377, total=65771825124
n=1337383, total=65773162507
n=1337389, total=65774499896
n=1337411, total=65775837307
n=1337419, total=65777174726
n=1337431, total=65778512157
n=1337443, total=65779849600
n=1337447, total=65781187047
n=1337459, total=65782524506
n=1337489, total=65783861995
n=1337507, total=65785199502
n=1337527, total=65786537029
n=1337551, total=65787874580
n=1337563, total=65789212143
n=1337591, total=65790549734
n=1337593, total=65791887327
n=1337603, total=65793224930
n=1337617, total=65794562547
n=1337621, total=65795900168
n=1337627, total=65797237795
n=1337629, total=65798575424
n=1337647, total=65799913071
n=1337663, total=65801250734
n=1337671, total=65802588405
n=1337689, total=65803926094
n=1337701, total=65805263795
n=1337723, total=65806601518
n=1337729, total=65807939247
n=1337731, total=65809276978
n=1337753, total=65810614731
n=1337779, total=65811952510
n=1337783, total=65813290293
n=1337801, total=65814628094
n=1337803, total=65815965897
n=1337813, total=65817303710
n=1337851, total=65818641561
n=1337873, total=65819979434
n=1337891, total=65821317325
n=1337899, total=65822655224
n=1337909, total=65823993133
n=1337911, total=65825331044
n=1337969, total=65826669013
n=1337971, total=65828006984
n=1337977, total=65829344961
n=1337981, total=65830682942
n=1337983, total=65832020925
n=1337989, total=65833358914
n=1338013, total=65834696927
n=1338041, total=65836034968
n=1338049, total=65837373017
n=1338101, total=65838711118
n=1338107, total=65840049225
n=1338109, total=65841387334
n=1338167, total=65842725501
n=1338217, total=65844063718
n=1338229, total=65845401947
n=1338241, total=65846740188
n=1338247, total=65848078435
n=1338269, total=65849416704
n=1338277, total=65850754981
n=1338299, total=65852093280
n=1338319, total=65853431599
n=1338331, total=65854769930
n=1338343, total=65856108273
n=1338349, total=65857446622
n=1338361, total=65858784983
n=1338367, total=65860123350
n=1338371, total=65861461721
n=1338377, total=65862800098
n=1338391, total=65864138489
n=1338397, total=65865476886
n=1338413, total=65866815299
n=1338433, total=65868153732
n=1338443, total=65869492175
n=1338451, total=65870830626
n=1338457, total=65872169083
n=1338473, total=65873507556
n=1338479, total=65874846035
n=1338481, total=65876184516
n=1338499, total=65877523015
n=1338517, total=65878861532
n=1338521, total=65880200053
n=1338539, total=65881538592
n=1338551, total=65882877143
n=1338559, total=65884215702
n=1338581, total=65885554283
n=1338587, total=65886892870
n=1338637, total=65888231507
n=1338641, total=65889570148
n=1338647, total=65890908795
n=1338653, total=65892247448
n=1338661, total=65893586109
n=1338671, total=65894924780
n=1338679, total=65896263459
n=1338703, total=65897602162
n=1338731, total=65898940893
n=1338737, total=65900279630
n=1338749, total=65901618379
n=1338751, total=65902957130
n=1338781, total=65904295911
n=1338787, total=65905634698
n=1338791, total=65906973489
n=1338793, total=65908312282
n=1338803, total=65909651085
n=1338809, total=65910989894
n=1338811, total=65912328705
n=1338823, total=65913667528
n=1338851, total=65915006379
n=1338863, total=65916345242
n=1338871, total=65917684113
n=1338877, total=65919022990
n=1338881, total=65920361871
n=1338907, total=65921700778
n=1338923, total=65923039701
n=1338941, total=65924378642
n=1338979, total=65925717621
n=1339001, total=65927056622
n=1339003, total=65928395625
n=1339027, total=65929734652
n=1339031, total=65931073683
n=1339057, total=65932412740
n=1339061, total=65933751801
n=1339069, total=65935090870
n=1339087, total=65936429957
n=1339097, total=65937769054
n=1339109, total=65939108163
n=1339111, total=65940447274
n=1339127, total=65941786401
n=1339147, total=65943125548
n=1339153, total=65944464701
n=1339157, total=65945803858
n=1339187, total=65947143045
n=1339199, total=65948482244
n=1339207, total=65949821451
n=1339211, total=65951160662
n=1339223, total=65952499885
n=1339229, total=65953839114
n=1339259, total=65955178373
n=1339297, total=65956517670
n=1339333, total=65957857003
n=1339337, total=65959196340
n=1339339, total=65960535679
n=1339343, total=65961875022
n=1339357, total=65963214379
n=1339381, total=65964553760
n=1339391, total=65965893151
n=1339399, total=65967232550
n=1339409, total=65968571959
n=1339411, total=65969911370
n=1339427, total=65971250797
n=1339433, total=65972590230
n=1339463, total=65973929693
n=1339487, total=65975269180
n=1339523, total=65976608703
n=1339529, total=65977948232
n=1339567, total=65979287799
n=1339571, total=65980627370
n=1339577, total=65981966947
n=1339601, total=65983306548
n=1339607, total=65984646155
n=1339619, total=65985985774
n=1339627, total=65987325401
n=1339631, total=65988665032
n=1339643, total=65990004675
n=1339661, total=65991344336
n=1339669, total=65992684005
n=1339673, total=65994023678
n=1339687, total=65995363365
n=1339691, total=65996703056
n=1339693, total=65998042749
n=1339711, total=65999382460
n=1339729, total=66000722189
n=1339759, total=66002061948
n=1339777, total=66003401725
n=1339781, total=66004741506
n=1339813, total=66006081319
n=1339817, total=66007421136
n=1339843, total=66008760979
n=1339853, total=66010100832
n=1339859, total=66011440691
n=1339873, total=66012780564
n=1339901, total=66014120465
n=1339903, total=66015460368
n=1339907, total=66016800275
n=1339909, total=66018140184
n=1339931, total=66019480115
n=1339951, total=66020820066
n=1339969, total=66022160035
n=1339973, total=66023500008
n=1339993, total=66024840001
n=1340011, total=66026180012
n=1340021, total=66027520033
n=1340033, total=66028860066
n=1340039, total=66030200105
n=1340041, total=66031540146
n=1340047, total=66032880193
n=1340069, total=66034220262
n=1340071, total=66035560333
n=1340083, total=66036900416
n=1340107, total=66038240523
n=1340113, total=66039580636
n=1340149, total=66040920785
n=1340153, total=66042260938
n=1340159, total=66043601097
n=1340179, total=66044941276
n=1340221, total=66046281497
n=1340237, total=66047621734
n=1340243, total=66048961977
n=1340281, total=66050302258
n=1340291, total=66051642549
n=1340321, total=66052982870
n=1340323, total=66054323193
n=1340327, total=66055663520
n=1340329, total=66057003849
n=1340333, total=66058344182
n=1340357, total=66059684539
n=1340359, total=66061024898
n=1340363, total=66062365261
n=1340369, total=66063705630
n=1340387, total=66065046017
n=1340401, total=66066386418
n=1340407, total=66067726825
n=1340411, total=66069067236
n=1340419, total=66070407655
n=1340441, total=66071748096
n=1340447, total=66073088543
n=1340459, total=66074429002
n=1340477, total=66075769479
n=1340489, total=66077109968
n=1340491, total=66078450459
n=1340497, total=66079790956
n=1340527, total=66081131483
n=1340557, total=66082472040
n=1340561, total=66083812601
n=1340587, total=66085153188
n=1340617, total=66086493805
n=1340627, total=66087834432
n=1340639, total=66089175071
n=1340653, total=66090515724
n=1340681, total=66091856405
n=1340687, total=66093197092
n=1340701, total=66094537793
n=1340707, total=66095878500
n=1340723, total=66097219223
n=1340743, total=66098559966
n=1340747, total=66099900713
n=1340749, total=66101241462
n=1340753, total=66102582215
n=1340761, total=66103922976
n=1340767, total=66105263743
n=1340777, total=66106604520
n=1340789, total=66107945309
n=1340797, total=66109286106
n=1340803, total=66110626909
n=1340827, total=66111967736
n=1340837, total=66113308573
n=1340861, total=66114649434
n=1340879, total=66115990313
n=1340891, total=66117331204
n=1340897, total=66118672101
n=1340903, total=66120013004
n=1340929, total=66121353933
n=1340947, total=66122694880
n=1340959, total=66124035839
n=1340981, total=66125376820
n=1341007, total=66126717827
n=1341017, total=66128058844
n=1341019, total=66129399863
n=1341023, total=66130740886
n=1341071, total=66132081957
n=1341073, total=66133423030
n=1341089, total=66134764119
n=1341097, total=66136105216
n=1341101, total=66137446317
n=1341103, total=66138787420
n=1341121, total=66140128541
n=1341143, total=66141469684
n=1341167, total=66142810851
n=1341173, total=66144152024
n=1341187, total=66145493211
n=1341203, total=66146834414
n=1341209, total=66148175623
n=1341217, total=66149516840
n=1341257, total=66150858097
n=1341259, total=66152199356
n=1341293, total=66153540649
n=1341313, total=66154881962
n=1341323, total=66156223285
n=1341359, total=66157564644
n=1341371, total=66158906015
n=1341409, total=66160247424
n=1341433, total=66161588857
n=1341437, total=66162930294
n=1341443, total=66164271737
n=1341449, total=66165613186
n=1341467, total=66166954653
n=1341469, total=66168296122
n=1341481, total=66169637603
n=1341491, total=66170979094
n=1341493, total=66172320587
n=1341523, total=66173662110
n=1341539, total=66175003649
n=1341547, total=66176345196
n=1341551, total=66177686747
n=1341553, total=66179028300
n=1341559, total=66180369859
n=1341577, total=66181711436
n=1341581, total=66183053017
n=1341611, total=66184394628
n=1341617, total=66185736245
n=1341619, total=66187077864
n=1341677, total=66188419541
n=1341689, total=66189761230
n=1341701, total=66191102931
n=1341707, total=66192444638
n=1341713, total=66193786351
n=1341733, total=66195128084
n=1341737, total=66196469821
n=1341757, total=66197811578
n=1341779, total=66199153357
n=1341787, total=66200495144
n=1341839, total=66201836983
n=1341841, total=66203178824
n=1341863, total=66204520687
n=1341869, total=66205862556
n=1341871, total=66207204427
n=1341877, total=66208546304
n=1341881, total=66209888185
n=1341883, total=66211230068
n=1341911, total=66212571979
n=1341919, total=66213913898
n=1341931, total=66215255829
n=1341947, total=66216597776
n=1341983, total=66217939759
n=1342001, total=66219281760
n=1342007, total=66220623767
n=1342049, total=66221965816
n=1342051, total=66223307867
n=1342063, total=66224649930
n=1342067, total=66225991997
n=1342069, total=66227334066
n=1342079, total=66228676145
n=1342087, total=66230018232
n=1342093, total=66231360325
n=1342109, total=66232702434
n=1342111, total=66234044545
n=1342139, total=66235386684
n=1342153, total=66236728837
n=1342163, total=66238071000
n=1342177, total=66239413177
n=1342181, total=66240755358
n=1342199, total=66242097557
n=1342213, total=66243439770
n=1342219, total=66244781989
n=1342223, total=66246124212
n=1342241, total=66247466453
n=1342247, total=66248808700
n=1342259, total=66250150959
n=1342261, total=66251493220
n=1342267, total=66252835487
n=1342277, total=66254177764
n=1342279, total=66255520043
n=1342283, total=66256862326
n=1342291, total=66258204617
n=1342333, total=66259546950
n=1342339, total=66260889289
n=1342343, total=66262231632
n=1342361, total=66263573993
n=1342379, total=66264916372
n=1342403, total=66266258775
n=1342409, total=66267601184
n=1342423, total=66268943607
n=1342433, total=66270286040
n=1342489, total=66271628529
n=1342493, total=66272971022
n=1342499, total=66274313521
n=1342501, total=66275656022
n=1342519, total=66276998541
n=1342531, total=66278341072
n=1342547, total=66279683619
n=1342567, total=66281026186
n=1342571, total=66282368757
n=1342573, total=66283711330
n=1342591, total=66285053921
n=1342633, total=66286396554
n=1342651, total=66287739205
n=1342657, total=66289081862
n=1342661, total=66290424523
n=1342667, total=66291767190
n=1342669, total=66293109859
n=1342697, total=66294452556
n=1342699, total=66295795255
n=1342723, total=66297137978
n=1342727, total=66298480705
n=1342739, total=66299823444
n=1342741, total=66301166185
n=1342751, total=66302508936
n=1342753, total=66303851689
n=1342799, total=66305194488
n=1342801, total=66306537289
n=1342829, total=66307880118
n=1342849, total=66309222967
n=1342871, total=66310565838
n=1342877, total=66311908715
n=1342883, total=66313251598
n=1342897, total=66314594495
n=1342907, total=66315937402
n=1342909, total=66317280311
n=1342963, total=66318623274
n=1342969, total=66319966243
n=1342973, total=66321309216
n=1342987, total=66322652203
n=1343003, total=66323995206
n=1343009, total=66325338215
n=1343029, total=66326681244
n=1343033, total=66328024277
n=1343047, total=66329367324
n=1343057, total=66330710381
n=1343059, total=66332053440
n=1343071, total=66333396511
n=1343081, total=66334739592
n=1343113, total=66336082705
n=1343161, total=66337425866
n=1343183, total=66338769049
n=1343197, total=66340112246
n=1343203, total=66341455449
n=1343219, total=66342798668
n=1343233, total=66344141901
n=1343257, total=66345485158
n=1343263, total=66346828421
n=1343299, total=66348171720
n=1343311, total=66349515031
n=1343317, total=66350858348
n=1343327, total=66352201675
n=1343333, total=66353545008
n=1343341, total=66354888349
n=1343351, total=66356231700
n=1343369, total=66357575069
n=1343383, total=66358918452
n=1343387, total=66360261839
n=1343389, total=66361605228
n=1343413, total=66362948641
n=1343423, total=66364292064
n=1343431, total=66365635495
n=1343467, total=66366978962
n=1343477, total=66368322439
n=1343479, total=66369665918
n=1343491, total=66371009409
n=1343501, total=66372352910
n=1343519, total=66373696429
n=1343549, total=66375039978
n=1343567, total=66376383545
n=1343569, total=66377727114
n=1343579, total=66379070693
n=1343593, total=66380414286
n=1343597, total=66381757883
n=1343627, total=66383101510
n=1343651, total=66384445161
n=1343653, total=66385788814
n=1343669, total=66387132483
n=1343677, total=66388476160
n=1343681, total=66389819841
n=1343689, total=66391163530
n=1343717, total=66392507247
n=1343723, total=66393850970
n=1343743, total=66395194713
n=1343747, total=66396538460
n=1343759, total=66397882219
n=1343767, total=66399225986
n=1343789, total=66400569775
n=1343791, total=66401913566
n=1343801, total=66403257367
n=1343863, total=66404601230
n=1343873, total=66405945103
n=1343887, total=66407288990
n=1343893, total=66408632883
n=1343899, total=66409976782
n=1343911, total=66411320693
n=1343917, total=66412664610
n=1343941, total=66414008551
n=1343957, total=66415352508
n=1343963, total=66416696471
n=1343971, total=66418040442
n=1343983, total=66419384425
n=1343987, total=66420728412
n=1344011, total=66422072423
n=1344017, total=66423416440
n=1344029, total=66424760469
n=1344043, total=66426104512
n=1344053, total=66427448565
n=1344073, total=66428792638
n=1344113, total=66430136751
n=1344127, total=66431480878
n=1344151, total=66432825029
n=1344157, total=66434169186
n=1344163, total=66435513349
n=1344169, total=66436857518
n=1344181, total=66438201699
n=1344199, total=66439545898
n=1344227, total=66440890125
n=1344271, total=66442234396
n=1344283, total=66443578679
n=1344311, total=66444922990
n=1344319, total=66446267309
n=1344337, total=66447611646
n=1344347, total=66448955993
n=1344359, total=66450300352
n=1344389, total=66451644741
n=1344401, total=66452989142
n=1344403, total=66454333545
n=1344407, total=66455677952
n=1344457, total=66457022409
n=1344461, total=66458366870
n=1344463, total=66459711333
n=1344487, total=66461055820
n=1344491, total=66462400311
n=1344503, total=66463744814
n=1344509, total=66465089323
n=1344559, total=66466433882
n=1344569, total=66467778451
n=1344583, total=66469123034
n=1344589, total=66470467623
n=1344593, total=66471812216
n=1344599, total=66473156815
n=1344601, total=66474501416
n=1344641, total=66475846057
n=1344647, total=66477190704
n=1344667, total=66478535371
n=1344671, total=66479880042
n=1344709, total=66481224751
n=1344727, total=66482569478
n=1344743, total=66483914221
n=1344767, total=66485258988
n=1344779, total=66486603767
n=1344781, total=66487948548
n=1344793, total=66489293341
n=1344797, total=66490638138
n=1344799, total=66491982937
n=1344821, total=66493327758
n=1344823, total=66494672581
n=1344829, total=66496017410
n=1344857, total=66497362267
n=1344859, total=66498707126
n=1344869, total=66500051995
n=1344899, total=66501396894
n=1344901, total=66502741795
n=1344907, total=66504086702
n=1344943, total=66505431645
n=1344947, total=66506776592
n=1344949, total=66508121541
n=1344979, total=66509466520
n=1345009, total=66510811529
n=1345013, total=66512156542
n=1345027, total=66513501569
n=1345033, total=66514846602
n=1345037, total=66516191639
n=1345051, total=66517536690
n=1345079, total=66518881769
n=1345117, total=66520226886
n=1345129, total=66521572015
n=1345139, total=66522917154
n=1345153, total=66524262307
n=1345177, total=66525607484
n=1345207, total=66526952691
n=1345229, total=66528297920
n=1345231, total=66529643151
n=1345241, total=66530988392
n=1345243, total=66532333635
n=1345271, total=66533678906
n=1345273, total=66535024179
n=1345277, total=66536369456
n=1345297, total=66537714753
n=1345301, total=66539060054
n=1345303, total=66540405357
n=1345343, total=66541750700
n=1345349, total=66543096049
n=1345361, total=66544441410
n=1345423, total=66545786833
n=1345441, total=66547132274
n=1345451, total=66548477725
n=1345453, total=66549823178
n=1345457, total=66551168635
n=1345471, total=66552514106
n=1345481, total=66553859587
n=1345507, total=66555205094
n=1345537, total=66556550631
n=1345541, total=66557896172
n=1345549, total=66559241721
n=1345559, total=66560587280
n=1345577, total=66561932857
n=1345583, total=66563278440
n=1345621, total=66564624061
n=1345627, total=66565969688
n=1345633, total=66567315321
n=1345649, total=66568660970
n=1345651, total=66570006621
n=1345667, total=66571352288
n=1345691, total=66572697979
n=1345693, total=66574043672
n=1345699, total=66575389371
n=1345711, total=66576735082
n=1345733, total=66578080815
n=1345759, total=66579426574
n=1345777, total=66580772351
n=1345781, total=66582118132
n=1345783, total=66583463915
n=1345787, total=66584809702
n=1345811, total=66586155513
n=1345859, total=66587501372
n=1345879, total=66588847251
n=1345889, total=66590193140
n=1345913, total=66591539053
n=1345921, total=66592884974
n=1345931, total=66594230905
n=1345933, total=66595576838
n=1345951, total=66596922789
n=1345957, total=66598268746
n=1345973, total=66599614719
n=1345987, total=66600960706
n=1345997, total=66602306703
n=1346003, total=66603652706
n=1346021, total=66604998727
n=1346039, total=66606344766
n=1346063, total=66607690829
n=1346083, total=66609036912
n=1346117, total=66610383029
n=1346119, total=66611729148
n=1346123, total=66613075271
n=1346129, total=66614421400
n=1346143, total=66615767543
n=1346159, total=66617113702
n=1346161, total=66618459863
n=1346173, total=66619806036
n=1346183, total=66621152219
n=1346243, total=66622498462
n=1346249, total=66623844711
n=1346273, total=66625190984
n=1346309, total=66626537293
n=1346311, total=66627883604
n=1346333, total=66629229937
n=1346341, total=66630576278
n=1346353, total=66631922631
n=1346357, total=66633268988
n=1346363, total=66634615351
n=1346369, total=66635961720
n=1346377, total=66637308097
n=1346419, total=66638654516
n=1346437, total=66640000953
n=1346447, total=66641347400
n=1346461, total=66642693861
n=1346479, total=66644040340
n=1346483, total=66645386823
n=1346491, total=66646733314
n=1346533, total=66648079847
n=1346537, total=66649426384
n=1346539, total=66650772923
n=1346567, total=66652119490
n=1346591, total=66653466081
n=1346593, total=66654812674
n=1346603, total=66656159277
n=1346623, total=66657505900
n=1346629, total=66658852529
n=1346641, total=66660199170
n=1346647, total=66661545817
n=1346669, total=66662892486
n=1346693, total=66664239179
n=1346711, total=66665585890
n=1346729, total=66666932619
n=1346743, total=66668279362
n=1346747, total=66669626109
n=1346753, total=66670972862
n=1346773, total=66672319635
n=1346827, total=66673666462
n=1346831, total=66675013293
n=1346843, total=66676360136
n=1346861, total=66677706997
n=1346881, total=66679053878
n=1346899, total=66680400777
n=1346909, total=66681747686
n=1346951, total=66683094637
n=1346953, total=66684441590
n=1346957, total=66685788547
n=1346971, total=66687135518
n=1346977, total=66688482495
n=1346987, total=66689829482
n=1346993, total=66691176475
n=1346999, total=66692523474
n=1347001, total=66693870475
n=1347013, total=66695217488
n=1347019, total=66696564507
n=1347053, total=66697911560
n=1347077, total=66699258637
n=1347091, total=66700605728
n=1347103, total=66701952831
n=1347113, total=66703299944
n=1347127, total=66704647071
n=1347149, total=66705994220
n=1347191, total=66707341411
n=1347209, total=66708688620
n=1347211, total=66710035831
n=1347221, total=66711383052
n=1347223, total=66712730275
n=1347263, total=66714077538
n=1347277, total=66715424815
n=1347287, total=66716772102
n=1347289, total=66718119391
n=1347293, total=66719466684
n=1347329, total=66720814013
n=1347331, total=66722161344
n=1347337, total=66723508681
n=1347341, total=66724856022
n=1347377, total=66726203399
n=1347389, total=66727550788
n=1347391, total=66728898179
n=1347397, total=66730245576
n=1347413, total=66731592989
n=1347433, total=66732940422
n=1347457, total=66734287879
n=1347469, total=66735635348
n=1347473, total=66736982821
n=1347481, total=66738330302
n=1347487, total=66739677789
n=1347527, total=66741025316
n=1347553, total=66742372869
n=1347557, total=66743720426
n=1347569, total=66745067995
n=1347587, total=66746415582
n=1347611, total=66747763193
n=1347617, total=66749110810
n=1347623, total=66750458433
n=1347637, total=66751806070
n=1347667, total=66753153737
n=1347679, total=66754501416
n=1347707, total=66755849123
n=1347713, total=66757196836
n=1347733, total=66758544569
n=1347739, total=66759892308
n=1347757, total=66761240065
n=1347763, total=66762587828
n=1347767, total=66763935595
n=1347769, total=66765283364
n=1347781, total=66766631145
n=1347791, total=66767978936
n=1347817, total=66769326753
n=1347877, total=66770674630
n=1347881, total=66772022511
n=1347893, total=66773370404
n=1347901, total=66774718305
n=1347919, total=66776066224
n=1347937, total=66777414161
n=1347953, total=66778762114
n=1347967, total=66780110081
n=1347971, total=66781458052
n=1347989, total=66782806041
n=1348001, total=66784154042
n=1348013, total=66785502055
n=1348027, total=66786850082
n=1348033, total=66788198115
n=1348051, total=66789546166
n=1348063, total=66790894229
n=1348073, total=66792242302
n=1348111, total=66793590413
n=1348129, total=66794938542
n=1348133, total=66796286675
n=1348157, total=66797634832
n=1348177, total=66798983009
n=1348211, total=66800331220
n=1348223, total=66801679443
n=1348231, total=66803027674
n=1348247, total=66804375921
n=1348271, total=66805724192
n=1348309, total=66807072501
n=1348313, total=66808420814
n=1348331, total=66809769145
n=1348357, total=66811117502
n=1348363, total=66812465865
n=1348379, total=66813814244
n=1348381, total=66815162625
n=1348387, total=66816511012
n=1348393, total=66817859405
n=1348409, total=66819207814
n=1348427, total=66820556241
n=1348441, total=66821904682
n=1348483, total=66823253165
n=1348489, total=66824601654
n=1348493, total=66825950147
n=1348507, total=66827298654
n=1348511, total=66828647165
n=1348517, total=66829995682
n=1348537, total=66831344219
n=1348541, total=66832692760
n=1348547, total=66834041307
n=1348549, total=66835389856
n=1348553, total=66836738409
n=1348561, total=66838086970
n=1348573, total=66839435543
n=1348577, total=66840784120
n=1348583, total=66842132703
n=1348597, total=66843481300
n=1348619, total=66844829919
n=1348621, total=66846178540
n=1348637, total=66847527177
n=1348673, total=66848875850
n=1348727, total=66850224577
n=1348733, total=66851573310
n=1348747, total=66852922057
n=1348757, total=66854270814
n=1348769, total=66855619583
n=1348793, total=66856968376
n=1348843, total=66858317219
n=1348847, total=66859666066
n=1348849, total=66861014915
n=1348871, total=66862363786
n=1348873, total=66863712659
n=1348889, total=66865061548
n=1348891, total=66866410439
n=1348901, total=66867759340
n=1348913, total=66869108253
n=1348931, total=66870457184
n=1348937, total=66871806121
n=1348939, total=66873155060
n=1348951, total=66874504011
n=1348957, total=66875852968
n=1348961, total=66877201929
n=1348987, total=66878550916
n=1349003, total=66879899919
n=1349017, total=66881248936
n=1349053, total=66882597989
n=1349059, total=66883947048
n=1349063, total=66885296111
n=1349077, total=66886645188
n=1349087, total=66887994275
n=1349119, total=66889343394
n=1349129, total=66890692523
n=1349143, total=66892041666
n=1349147, total=66893390813
n=1349149, total=66894739962
n=1349177, total=66896089139
n=1349189, total=66897438328
n=1349207, total=66898787535
n=1349219, total=66900136754
n=1349233, total=66901485987
n=1349251, total=66902835238
n=1349281, total=66904184519
n=1349287, total=66905533806
n=1349317, total=66906883123
n=1349339, total=66908232462
n=1349357, total=66909581819
n=1349363, total=66910931182
n=1349371, total=66912280553
n=1349393, total=66913629946
n=1349401, total=66914979347
n=1349407, total=66916328754
n=1349423, total=66917678177
n=1349471, total=66919027648
n=1349473, total=66920377121
n=1349531, total=66921726652
n=1349533, total=66923076185
n=1349651, total=66924425836
n=1349669, total=66925775505
n=1349671, total=66927125176
n=1349683, total=66928474859
n=1349687, total=66929824546
n=1349701, total=66931174247
n=1349707, total=66932523954
n=1349713, total=66933873667
n=1349737, total=66935223404
n=1349753, total=66936573157
n=1349773, total=66937922930
n=1349807, total=66939272737
n=1349809, total=66940622546
n=1349827, total=66941972373
n=1349867, total=66943322240
n=1349891, total=66944672131
n=1349897, total=66946022028
n=1349903, total=66947371931
n=1349917, total=66948721848
n=1349927, total=66950071775
n=1349941, total=66951421716
n=1349947, total=66952771663
n=1349977, total=66954121640
n=1349993, total=66955471633
n=1350001, total=66956821634
n=1350017, total=66958171651
n=1350023, total=66959521674
n=1350029, total=66960871703
n=1350047, total=66962221750
n=1350049, total=66963571799
n=1350053, total=66964921852
n=1350059, total=66966271911
n=1350061, total=66967621972
n=1350073, total=66968972045
n=1350101, total=66970322146
n=1350119, total=66971672265
n=1350127, total=66973022392
n=1350133, total=66974372525
n=1350187, total=66975722712
n=1350203, total=66977072915
n=1350229, total=66978423144
n=1350247, total=66979773391
n=1350257, total=66981123648
n=1350277, total=66982473925
n=1350287, total=66983824212
n=1350313, total=66985174525
n=1350317, total=66986524842
n=1350319, total=66987875161
n=1350331, total=66989225492
n=1350341, total=66990575833
n=1350343, total=66991926176
n=1350367, total=66993276543
n=1350373, total=66994626916
n=1350379, total=66995977295
n=1350383, total=66997327678
n=1350403, total=66998678081
n=1350449, total=67000028530
n=1350457, total=67001378987
n=1350467, total=67002729454
n=1350469, total=67004079923
n=1350473, total=67005430396
n=1350487, total=67006780883
n=1350509, total=67008131392
n=1350511, total=67009481903
n=1350521, total=67010832424
n=1350533, total=67012182957
n=1350541, total=67013533498
n=1350551, total=67014884049
n=1350553, total=67016234602
n=1350563, total=67017585165
n=1350593, total=67018935758
n=1350607, total=67020286365
n=1350623, total=67021636988
n=1350641, total=67022987629
n=1350647, total=67024338276
n=1350677, total=67025688953
n=1350697, total=67027039650
n=1350703, total=67028390353
n=1350709, total=67029741062
n=1350731, total=67031091793
n=1350743, total=67032442536
n=1350749, total=67033793285
n=1350751, total=67035144036
n=1350761, total=67036494797
n=1350773, total=67037845570
n=1350779, total=67039196349
n=1350799, total=67040547148
n=1350809, total=67041897957
n=1350823, total=67043248780
n=1350847, total=67044599627
n=1350851, total=67045950478
n=1350857, total=67047301335
n=1350883, total=67048652218
n=1350889, total=67050003107
n=1350893, total=67051354000
n=1350911, total=67052704911
n=1350959, total=67054055870
n=1350961, total=67055406831
n=1350977, total=67056757808
n=1351019, total=67058108827
n=1351027, total=67059459854
n=1351037, total=67060810891
n=1351039, total=67062161930
n=1351061, total=67063512991
n=1351069, total=67064864060
n=1351079, total=67066215139
n=1351087, total=67067566226
n=1351093, total=67068917319
n=1351099, total=67070268418
n=1351111, total=67071619529
n=1351117, total=67072970646
n=1351121, total=67074321767
n=1351123, total=67075672890
n=1351127, total=67077024017
n=1351151, total=67078375168
n=1351169, total=67079726337
n=1351171, total=67081077508
n=1351183, total=67082428691
n=1351199, total=67083779890
n=1351213, total=67085131103
n=1351241, total=67086482344
n=1351243, total=67087833587
n=1351247, total=67089184834
n=1351249, total=67090536083
n=1351253, total=67091887336
n=1351267, total=67093238603
n=1351283, total=67094589886
n=1351289, total=67095941175
n=1351291, total=67097292466
n=1351309, total=67098643775
n=1351327, total=67099995102
n=1351373, total=67101346475
n=1351387, total=67102697862
n=1351397, total=67104049259
n=1351403, total=67105400662
n=1351417, total=67106752079
n=1351421, total=67108103500
n=1351423, total=67109454923
